Serial,Collection Day,Location,Collection Number,Lat,Lng,Color
1517370,2,City Quay Across From St Marys Pre School,0,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,4,City Quay Across From St Marys Pre School,1,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,6,City Quay Across From St Marys Pre School,2,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,8,City Quay Across From St Marys Pre School,3,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,9,City Quay Across From St Marys Pre School,3,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,10,City Quay Across From St Marys Pre School,3,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,12,City Quay Across From St Marys Pre School,4,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,13,City Quay Across From St Marys Pre School,4,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,15,City Quay Across From St Marys Pre School,5,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,16,City Quay Across From St Marys Pre School,5,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,17,City Quay Across From St Marys Pre School,5,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,19,City Quay Across From St Marys Pre School,6,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,21,City Quay Across From St Marys Pre School,7,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,22,City Quay Across From St Marys Pre School,7,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,23,City Quay Across From St Marys Pre School,7,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,24,City Quay Across From St Marys Pre School,7,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,25,City Quay Across From St Marys Pre School,7,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,26,City Quay Across From St Marys Pre School,7,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,28,City Quay Across From St Marys Pre School,8,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,29,City Quay Across From St Marys Pre School,8,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,30,City Quay Across From St Marys Pre School,8,53.34733825,-6.251409606,"[128, 128, 128]"
1517370,31,City Quay Across From St Marys Pre School,8,53.34733825,-6.251409606,"[128, 128, 128]"
1517375,1,Guild St corner Sheriff St Upper,0,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,2,Guild St corner Sheriff St Upper,0,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,4,Guild St corner Sheriff St Upper,1,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,6,Guild St corner Sheriff St Upper,2,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,7,Guild St corner Sheriff St Upper,2,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,8,Guild St corner Sheriff St Upper,2,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,9,Guild St corner Sheriff St Upper,2,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,10,Guild St corner Sheriff St Upper,2,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,12,Guild St corner Sheriff St Upper,3,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,13,Guild St corner Sheriff St Upper,3,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,14,Guild St corner Sheriff St Upper,3,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,15,Guild St corner Sheriff St Upper,3,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,17,Guild St corner Sheriff St Upper,4,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,19,Guild St corner Sheriff St Upper,5,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,20,Guild St corner Sheriff St Upper,5,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,21,Guild St corner Sheriff St Upper,5,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,22,Guild St corner Sheriff St Upper,5,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,23,Guild St corner Sheriff St Upper,5,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,24,Guild St corner Sheriff St Upper,5,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,25,Guild St corner Sheriff St Upper,5,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,26,Guild St corner Sheriff St Upper,5,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,28,Guild St corner Sheriff St Upper,6,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,29,Guild St corner Sheriff St Upper,6,53.34922455,-6.240694355,"[128, 128, 128]"
1517375,31,Guild St corner Sheriff St Upper,7,53.34922455,-6.240694355,"[128, 128, 128]"
1517376,1,City Quay Outside Sprout Restaurant,0,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,2,City Quay Outside Sprout Restaurant,0,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,3,City Quay Outside Sprout Restaurant,0,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,5,City Quay Outside Sprout Restaurant,1,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,6,City Quay Outside Sprout Restaurant,1,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,7,City Quay Outside Sprout Restaurant,1,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,8,City Quay Outside Sprout Restaurant,1,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,9,City Quay Outside Sprout Restaurant,1,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,10,City Quay Outside Sprout Restaurant,1,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,12,City Quay Outside Sprout Restaurant,2,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,13,City Quay Outside Sprout Restaurant,2,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,15,City Quay Outside Sprout Restaurant,3,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,16,City Quay Outside Sprout Restaurant,3,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,17,City Quay Outside Sprout Restaurant,3,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,18,City Quay Outside Sprout Restaurant,3,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,20,City Quay Outside Sprout Restaurant,4,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,21,City Quay Outside Sprout Restaurant,4,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,22,City Quay Outside Sprout Restaurant,4,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,23,City Quay Outside Sprout Restaurant,4,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,24,City Quay Outside Sprout Restaurant,4,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,25,City Quay Outside Sprout Restaurant,4,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,26,City Quay Outside Sprout Restaurant,4,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,27,City Quay Outside Sprout Restaurant,4,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,28,City Quay Outside Sprout Restaurant,4,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,29,City Quay Outside Sprout Restaurant,4,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,30,City Quay Outside Sprout Restaurant,4,53.34643505,-6.243477456,"[128, 128, 128]"
1517376,31,City Quay Outside Sprout Restaurant,4,53.34643505,-6.243477456,"[128, 128, 128]"
1517614,2,"The Observatory, Sir John Rogerson's Quay",1,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,3,"The Observatory, Sir John Rogerson's Quay",1,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,4,"The Observatory, Sir John Rogerson's Quay",1,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,5,"The Observatory, Sir John Rogerson's Quay",1,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,7,"The Observatory, Sir John Rogerson's Quay",2,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,8,"The Observatory, Sir John Rogerson's Quay",2,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,9,"The Observatory, Sir John Rogerson's Quay",2,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,10,"The Observatory, Sir John Rogerson's Quay",2,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,11,"The Observatory, Sir John Rogerson's Quay",2,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,12,"The Observatory, Sir John Rogerson's Quay",2,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,14,"The Observatory, Sir John Rogerson's Quay",3,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,15,"The Observatory, Sir John Rogerson's Quay",3,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,16,"The Observatory, Sir John Rogerson's Quay",3,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,17,"The Observatory, Sir John Rogerson's Quay",3,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,18,"The Observatory, Sir John Rogerson's Quay",3,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,20,"The Observatory, Sir John Rogerson's Quay",4,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,21,"The Observatory, Sir John Rogerson's Quay",4,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,22,"The Observatory, Sir John Rogerson's Quay",4,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,23,"The Observatory, Sir John Rogerson's Quay",4,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,24,"The Observatory, Sir John Rogerson's Quay",4,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,25,"The Observatory, Sir John Rogerson's Quay",4,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,26,"The Observatory, Sir John Rogerson's Quay",4,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,27,"The Observatory, Sir John Rogerson's Quay",4,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,28,"The Observatory, Sir John Rogerson's Quay",4,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,30,"The Observatory, Sir John Rogerson's Quay",5,53.34640793,-6.244778291,"[128, 128, 128]"
1517614,31,"The Observatory, Sir John Rogerson's Quay",5,53.34640793,-6.244778291,"[128, 128, 128]"
1517635,19,City Quay Opposite Creighton St,37,53.34666856,-6.246016224,"[0, 255, 0]"
1517635,26,City Quay Opposite Creighton St,44,53.34666856,-6.246016224,"[0, 255, 0]"
1517635,31,City Quay Opposite Creighton St,51,53.34666856,-6.246016224,"[0, 255, 0]"
1517639,1,Opposite Forbes Street Junction Waterside,0,53.34600279,-6.237802674,"[128, 128, 128]"
1517639,2,Opposite Forbes Street Junction Waterside,0,53.34600279,-6.237802674,"[128, 128, 128]"
1517639,3,Opposite Forbes Street Junction Waterside,0,53.34600279,-6.237802674,"[128, 128, 128]"
1517639,4,Opposite Forbes Street Junction Waterside,0,53.34600279,-6.237802674,"[128, 128, 128]"
1517639,5,Opposite Forbes Street Junction Waterside,0,53.34600279,-6.237802674,"[128, 128, 128]"
1517639,6,Opposite Forbes Street Junction Waterside,0,53.34600279,-6.237802674,"[128, 128, 128]"
1517639,7,Opposite Forbes Street Junction Waterside,0,53.34600279,-6.237802674,"[128, 128, 128]"
1517639,8,Opposite Forbes Street Junction Waterside,0,53.34600279,-6.237802674,"[255, 0, 0]"
1517639,9,Opposite Forbes Street Junction Waterside,0,53.34600279,-6.237802674,"[255, 0, 0]"
1517639,10,Opposite Forbes Street Junction Waterside,0,53.34600279,-6.237802674,"[255, 0, 0]"
1517639,11,Opposite Forbes Street Junction Waterside,0,53.34600279,-6.237802674,"[255, 0, 0]"
1517639,12,Opposite Forbes Street Junction Waterside,0,53.34600279,-6.237802674,"[255, 0, 0]"
1517639,13,Opposite Forbes Street Junction Waterside,0,53.34600279,-6.237802674,"[255, 0, 0]"
1517639,15,Opposite Forbes Street Junction Waterside,1,53.34600279,-6.237802674,"[128, 128, 128]"
1517639,16,Opposite Forbes Street Junction Waterside,1,53.34600279,-6.237802674,"[255, 0, 0]"
1517639,17,Opposite Forbes Street Junction Waterside,1,53.34600279,-6.237802674,"[128, 128, 128]"
1517639,18,Opposite Forbes Street Junction Waterside,1,53.34600279,-6.237802674,"[255, 0, 0]"
1517639,19,Opposite Forbes Street Junction Waterside,1,53.34600279,-6.237802674,"[128, 128, 128]"
1517639,20,Opposite Forbes Street Junction Waterside,1,53.34600279,-6.237802674,"[255, 0, 0]"
1517639,21,Opposite Forbes Street Junction Waterside,1,53.34600279,-6.237802674,"[255, 0, 0]"
1517639,22,Opposite Forbes Street Junction Waterside,1,53.34600279,-6.237802674,"[255, 0, 0]"
1517639,23,Opposite Forbes Street Junction Waterside,1,53.34600279,-6.237802674,"[255, 0, 0]"
1517639,24,Opposite Forbes Street Junction Waterside,1,53.34600279,-6.237802674,"[255, 0, 0]"
1517639,25,Opposite Forbes Street Junction Waterside,1,53.34600279,-6.237802674,"[255, 0, 0]"
1517639,26,Opposite Forbes Street Junction Waterside,1,53.34600279,-6.237802674,"[255, 0, 0]"
1517639,27,Opposite Forbes Street Junction Waterside,1,53.34600279,-6.237802674,"[255, 0, 0]"
1517639,28,Opposite Forbes Street Junction Waterside,1,53.34600279,-6.237802674,"[255, 0, 0]"
1517639,29,Opposite Forbes Street Junction Waterside,1,53.34600279,-6.237802674,"[255, 0, 0]"
1517639,31,Opposite Forbes Street Junction Waterside,2,53.34600279,-6.237802674,"[128, 128, 128]"
1518272,1,"North Wall Quay, between New Wapping and Castleforbes",0,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,2,"North Wall Quay, between New Wapping and Castleforbes",0,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,3,"North Wall Quay, between New Wapping and Castleforbes",0,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,4,"North Wall Quay, between New Wapping and Castleforbes",0,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,5,"North Wall Quay, between New Wapping and Castleforbes",0,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,7,"North Wall Quay, between New Wapping and Castleforbes",1,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,8,"North Wall Quay, between New Wapping and Castleforbes",1,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,9,"North Wall Quay, between New Wapping and Castleforbes",1,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,10,"North Wall Quay, between New Wapping and Castleforbes",1,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,11,"North Wall Quay, between New Wapping and Castleforbes",1,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,12,"North Wall Quay, between New Wapping and Castleforbes",1,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,13,"North Wall Quay, between New Wapping and Castleforbes",1,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,14,"North Wall Quay, between New Wapping and Castleforbes",1,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,15,"North Wall Quay, between New Wapping and Castleforbes",1,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,16,"North Wall Quay, between New Wapping and Castleforbes",1,53.34711429,-6.233971349,"[255, 0, 0]"
1518272,17,"North Wall Quay, between New Wapping and Castleforbes",1,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,18,"North Wall Quay, between New Wapping and Castleforbes",1,53.34711429,-6.233971349,"[255, 0, 0]"
1518272,20,"North Wall Quay, between New Wapping and Castleforbes",2,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,21,"North Wall Quay, between New Wapping and Castleforbes",2,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,22,"North Wall Quay, between New Wapping and Castleforbes",2,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,23,"North Wall Quay, between New Wapping and Castleforbes",2,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,24,"North Wall Quay, between New Wapping and Castleforbes",2,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,25,"North Wall Quay, between New Wapping and Castleforbes",2,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,26,"North Wall Quay, between New Wapping and Castleforbes",2,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,27,"North Wall Quay, between New Wapping and Castleforbes",2,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,28,"North Wall Quay, between New Wapping and Castleforbes",2,53.34711429,-6.233971349,"[255, 0, 0]"
1518272,29,"North Wall Quay, between New Wapping and Castleforbes",2,53.34711429,-6.233971349,"[255, 0, 0]"
1518272,30,"North Wall Quay, between New Wapping and Castleforbes",2,53.34711429,-6.233971349,"[128, 128, 128]"
1518272,31,"North Wall Quay, between New Wapping and Castleforbes",2,53.34711429,-6.233971349,"[128, 128, 128]"
1518273,1,North Wall Avenue At Dublin Bikes North Dock,0,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,2,North Wall Avenue At Dublin Bikes North Dock,0,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,4,North Wall Avenue At Dublin Bikes North Dock,1,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,5,North Wall Avenue At Dublin Bikes North Dock,1,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,6,North Wall Avenue At Dublin Bikes North Dock,1,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,7,North Wall Avenue At Dublin Bikes North Dock,1,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,9,North Wall Avenue At Dublin Bikes North Dock,2,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,10,North Wall Avenue At Dublin Bikes North Dock,2,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,11,North Wall Avenue At Dublin Bikes North Dock,2,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,12,North Wall Avenue At Dublin Bikes North Dock,2,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,13,North Wall Avenue At Dublin Bikes North Dock,2,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,14,North Wall Avenue At Dublin Bikes North Dock,2,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,16,North Wall Avenue At Dublin Bikes North Dock,3,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,17,North Wall Avenue At Dublin Bikes North Dock,3,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,18,North Wall Avenue At Dublin Bikes North Dock,3,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,19,North Wall Avenue At Dublin Bikes North Dock,3,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,20,North Wall Avenue At Dublin Bikes North Dock,3,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,22,North Wall Avenue At Dublin Bikes North Dock,4,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,23,North Wall Avenue At Dublin Bikes North Dock,4,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,24,North Wall Avenue At Dublin Bikes North Dock,4,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,25,North Wall Avenue At Dublin Bikes North Dock,4,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,26,North Wall Avenue At Dublin Bikes North Dock,4,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,27,North Wall Avenue At Dublin Bikes North Dock,4,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,28,North Wall Avenue At Dublin Bikes North Dock,4,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,30,North Wall Avenue At Dublin Bikes North Dock,5,53.34684349,-6.231145316,"[128, 128, 128]"
1518273,31,North Wall Avenue At Dublin Bikes North Dock,5,53.34684349,-6.231145316,"[128, 128, 128]"
1518274,1,North Wall Avenue,0,53.34708367,-6.229203248,"[255, 0, 0]"
1518274,2,North Wall Avenue,0,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,3,North Wall Avenue,0,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,6,North Wall Avenue,2,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,7,North Wall Avenue,2,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,8,North Wall Avenue,2,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,9,North Wall Avenue,2,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,10,North Wall Avenue,2,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,11,North Wall Avenue,2,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,12,North Wall Avenue,2,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,13,North Wall Avenue,2,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,15,North Wall Avenue,3,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,16,North Wall Avenue,3,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,17,North Wall Avenue,3,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,18,North Wall Avenue,3,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,19,North Wall Avenue,3,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,21,North Wall Avenue,4,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,22,North Wall Avenue,4,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,23,North Wall Avenue,4,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,24,North Wall Avenue,4,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,25,North Wall Avenue,4,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,26,North Wall Avenue,4,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,27,North Wall Avenue,4,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,28,North Wall Avenue,4,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,29,North Wall Avenue,4,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,30,North Wall Avenue,4,53.34708367,-6.229203248,"[128, 128, 128]"
1518274,31,North Wall Avenue,4,53.34708367,-6.229203248,"[128, 128, 128]"
1518276,1,Memorial Road / Custom House Quay Junction,0,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,2,Memorial Road / Custom House Quay Junction,0,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,3,Memorial Road / Custom House Quay Junction,0,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,4,Memorial Road / Custom House Quay Junction,0,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,6,Memorial Road / Custom House Quay Junction,1,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,7,Memorial Road / Custom House Quay Junction,1,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,8,Memorial Road / Custom House Quay Junction,1,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,9,Memorial Road / Custom House Quay Junction,1,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,10,Memorial Road / Custom House Quay Junction,1,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,12,Memorial Road / Custom House Quay Junction,2,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,13,Memorial Road / Custom House Quay Junction,2,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,14,Memorial Road / Custom House Quay Junction,2,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,15,Memorial Road / Custom House Quay Junction,2,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,16,Memorial Road / Custom House Quay Junction,2,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,17,Memorial Road / Custom House Quay Junction,2,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,19,Memorial Road / Custom House Quay Junction,3,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,20,Memorial Road / Custom House Quay Junction,3,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,21,Memorial Road / Custom House Quay Junction,3,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,22,Memorial Road / Custom House Quay Junction,3,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,23,Memorial Road / Custom House Quay Junction,3,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,24,Memorial Road / Custom House Quay Junction,3,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,25,Memorial Road / Custom House Quay Junction,3,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,26,Memorial Road / Custom House Quay Junction,3,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,28,Memorial Road / Custom House Quay Junction,4,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,29,Memorial Road / Custom House Quay Junction,4,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,30,Memorial Road / Custom House Quay Junction,4,53.34845643,-6.251338208,"[128, 128, 128]"
1518276,31,Memorial Road / Custom House Quay Junction,4,53.34845643,-6.251338208,"[128, 128, 128]"
1518277,1,Corner Britain Quay,0,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,2,Corner Britain Quay,0,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,3,Corner Britain Quay,0,53.34533128,-6.23462546,"[255, 0, 0]"
1518277,4,Corner Britain Quay,0,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,6,Corner Britain Quay,1,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,7,Corner Britain Quay,1,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,8,Corner Britain Quay,1,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,9,Corner Britain Quay,1,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,10,Corner Britain Quay,1,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,11,Corner Britain Quay,1,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,13,Corner Britain Quay,2,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,14,Corner Britain Quay,2,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,17,Corner Britain Quay,4,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,18,Corner Britain Quay,4,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,19,Corner Britain Quay,4,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,20,Corner Britain Quay,4,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,21,Corner Britain Quay,4,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,23,Corner Britain Quay,5,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,24,Corner Britain Quay,5,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,25,Corner Britain Quay,5,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,26,Corner Britain Quay,5,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,27,Corner Britain Quay,5,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,28,Corner Britain Quay,5,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,29,Corner Britain Quay,5,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,30,Corner Britain Quay,5,53.34533128,-6.23462546,"[128, 128, 128]"
1518277,31,Corner Britain Quay,5,53.34533128,-6.23462546,"[128, 128, 128]"
1518278,1,Sir John Rogersons Quay Opposite Riverside Two Beside Admiral Statue,0,53.34614172,-6.239424755,"[128, 128, 128]"
1518278,2,Sir John Rogersons Quay Opposite Riverside Two Beside Admiral Statue,0,53.34614172,-6.239424755,"[128, 128, 128]"
1518278,3,Sir John Rogersons Quay Opposite Riverside Two Beside Admiral Statue,0,53.34614172,-6.239424755,"[128, 128, 128]"
1518278,4,Sir John Rogersons Quay Opposite Riverside Two Beside Admiral Statue,0,53.34614172,-6.239424755,"[128, 128, 128]"
1518278,5,Sir John Rogersons Quay Opposite Riverside Two Beside Admiral Statue,0,53.34614172,-6.239424755,"[128, 128, 128]"
1518278,6,Sir John Rogersons Quay Opposite Riverside Two Beside Admiral Statue,0,53.34614172,-6.239424755,"[255, 0, 0]"
1518278,7,Sir John Rogersons Quay Opposite Riverside Two Beside Admiral Statue,0,53.34614172,-6.239424755,"[128, 128, 128]"
1518278,8,Sir John Rogersons Quay Opposite Riverside Two Beside Admiral Statue,0,53.34614172,-6.239424755,"[128, 128, 128]"
1518278,9,Sir John Rogersons Quay Opposite Riverside Two Beside Admiral Statue,0,53.34614172,-6.239424755,"[128, 128, 128]"
