Serial,Collection Day,Location,Collection Number,Lat,Lng,Color
1516157,31,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,8,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,27,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,7,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,21,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,6,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,20,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,5,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,19,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,4,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,11,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,3,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,6,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,2,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,3,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,1,53.34560389,-6.230886794,"[128, 128, 128]"
1515457,31,A2/2 - Ringsend outside church opp bradley’s pharmacy,10,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,28,A2/2 - Ringsend outside church opp bradley’s pharmacy,9,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,27,A2/2 - Ringsend outside church opp bradley’s pharmacy,8,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,22,A2/2 - Ringsend outside church opp bradley’s pharmacy,7,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,21,A2/2 - Ringsend outside church opp bradley’s pharmacy,6,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,17,A2/2 - Ringsend outside church opp bradley’s pharmacy,5,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,15,A2/2 - Ringsend outside church opp bradley’s pharmacy,4,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,13,A2/2 - Ringsend outside church opp bradley’s pharmacy,3,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,8,A2/2 - Ringsend outside church opp bradley’s pharmacy,2,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,4,A2/2 - Ringsend outside church opp bradley’s pharmacy,1,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,1,A2/2 - Ringsend outside church opp bradley’s pharmacy,0,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,2,A2/2 - Ringsend outside church opp bradley’s pharmacy,0,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,3,A2/2 - Ringsend outside church opp bradley’s pharmacy,0,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,5,A2/2 - Ringsend outside church opp bradley’s pharmacy,1,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,6,A2/2 - Ringsend outside church opp bradley’s pharmacy,1,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,7,A2/2 - Ringsend outside church opp bradley’s pharmacy,1,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,9,A2/2 - Ringsend outside church opp bradley’s pharmacy,2,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,10,A2/2 - Ringsend outside church opp bradley’s pharmacy,2,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,11,A2/2 - Ringsend outside church opp bradley’s pharmacy,2,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,12,A2/2 - Ringsend outside church opp bradley’s pharmacy,2,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,14,A2/2 - Ringsend outside church opp bradley’s pharmacy,3,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,16,A2/2 - Ringsend outside church opp bradley’s pharmacy,4,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,18,A2/2 - Ringsend outside church opp bradley’s pharmacy,5,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,19,A2/2 - Ringsend outside church opp bradley’s pharmacy,5,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,20,A2/2 - Ringsend outside church opp bradley’s pharmacy,5,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,23,A2/2 - Ringsend outside church opp bradley’s pharmacy,7,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,24,A2/2 - Ringsend outside church opp bradley’s pharmacy,7,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,25,A2/2 - Ringsend outside church opp bradley’s pharmacy,7,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,26,A2/2 - Ringsend outside church opp bradley’s pharmacy,7,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,29,A2/2 - Ringsend outside church opp bradley’s pharmacy,9,53.3420388,-6.227799198,"[128, 128, 128]"
1515457,30,A2/2 - Ringsend outside church opp bradley’s pharmacy,9,53.3420388,-6.227799198,"[128, 128, 128]"
1516157,1,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,0,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,2,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,0,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,4,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,1,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,5,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,1,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,7,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,2,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,8,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,2,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,9,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,2,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,10,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,2,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,12,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,3,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,13,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,3,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,14,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,3,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,15,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,3,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,16,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,3,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,17,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,3,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,18,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,3,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,22,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,6,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,23,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,6,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,24,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,6,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,25,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,6,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,26,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,6,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,28,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,7,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,29,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,7,53.34560389,-6.230886794,"[128, 128, 128]"
1516157,30,End Of Sir John Rogerson Quay - Opp. Fresh at Bike Rack,7,53.34560389,-6.230886794,"[128, 128, 128]"
1516450,1,"Outside Spar, Hanover Quay",0,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,3,"Outside Spar, Hanover Quay",1,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,4,"Outside Spar, Hanover Quay",1,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,5,"Outside Spar, Hanover Quay",1,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,6,"Outside Spar, Hanover Quay",1,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,7,"Outside Spar, Hanover Quay",1,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,8,"Outside Spar, Hanover Quay",1,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,9,"Outside Spar, Hanover Quay",1,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,11,"Outside Spar, Hanover Quay",2,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,12,"Outside Spar, Hanover Quay",2,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,13,"Outside Spar, Hanover Quay",2,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,14,"Outside Spar, Hanover Quay",2,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,15,"Outside Spar, Hanover Quay",2,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,16,"Outside Spar, Hanover Quay",2,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,17,"Outside Spar, Hanover Quay",2,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,18,"Outside Spar, Hanover Quay",2,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,19,"Outside Spar, Hanover Quay",2,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,20,"Outside Spar, Hanover Quay",2,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,22,"Outside Spar, Hanover Quay",3,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,23,"Outside Spar, Hanover Quay",3,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,24,"Outside Spar, Hanover Quay",3,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,25,"Outside Spar, Hanover Quay",3,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,26,"Outside Spar, Hanover Quay",3,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,27,"Outside Spar, Hanover Quay",3,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,28,"Outside Spar, Hanover Quay",3,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,29,"Outside Spar, Hanover Quay",3,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,30,"Outside Spar, Hanover Quay",3,53.34407308,-6.236155684,"[128, 128, 128]"
1516450,31,"Outside Spar, Hanover Quay",3,53.34407308,-6.236155684,"[128, 128, 128]"
1516636,2,Forbes St corner Hanover Quay,1,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,3,Forbes St corner Hanover Quay,1,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,5,Forbes St corner Hanover Quay,2,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,6,Forbes St corner Hanover Quay,2,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,7,Forbes St corner Hanover Quay,2,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,9,Forbes St corner Hanover Quay,3,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,10,Forbes St corner Hanover Quay,3,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,11,Forbes St corner Hanover Quay,3,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,13,Forbes St corner Hanover Quay,4,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,14,Forbes St corner Hanover Quay,4,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,16,Forbes St corner Hanover Quay,5,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,17,Forbes St corner Hanover Quay,5,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,19,Forbes St corner Hanover Quay,6,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,20,Forbes St corner Hanover Quay,6,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,21,Forbes St corner Hanover Quay,6,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,22,Forbes St corner Hanover Quay,6,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,25,Forbes St corner Hanover Quay,8,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,26,Forbes St corner Hanover Quay,8,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,28,Forbes St corner Hanover Quay,9,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,29,Forbes St corner Hanover Quay,9,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,30,Forbes St corner Hanover Quay,9,53.34425418,-6.238370892,"[128, 128, 128]"
1516636,31,Forbes St corner Hanover Quay,9,53.34425418,-6.238370892,"[128, 128, 128]"
1516637,2,Cardiff Lane - Opp Starbucks - Ropewalk Way,1,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,3,Cardiff Lane - Opp Starbucks - Ropewalk Way,1,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,4,Cardiff Lane - Opp Starbucks - Ropewalk Way,1,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,5,Cardiff Lane - Opp Starbucks - Ropewalk Way,1,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,6,Cardiff Lane - Opp Starbucks - Ropewalk Way,1,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,7,Cardiff Lane - Opp Starbucks - Ropewalk Way,1,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,8,Cardiff Lane - Opp Starbucks - Ropewalk Way,1,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,10,Cardiff Lane - Opp Starbucks - Ropewalk Way,2,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,12,Cardiff Lane - Opp Starbucks - Ropewalk Way,3,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,13,Cardiff Lane - Opp Starbucks - Ropewalk Way,3,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,14,Cardiff Lane - Opp Starbucks - Ropewalk Way,3,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,15,Cardiff Lane - Opp Starbucks - Ropewalk Way,3,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,16,Cardiff Lane - Opp Starbucks - Ropewalk Way,3,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,18,Cardiff Lane - Opp Starbucks - Ropewalk Way,4,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,19,Cardiff Lane - Opp Starbucks - Ropewalk Way,4,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,20,Cardiff Lane - Opp Starbucks - Ropewalk Way,4,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,21,Cardiff Lane - Opp Starbucks - Ropewalk Way,4,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,22,Cardiff Lane - Opp Starbucks - Ropewalk Way,4,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,24,Cardiff Lane - Opp Starbucks - Ropewalk Way,5,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,25,Cardiff Lane - Opp Starbucks - Ropewalk Way,5,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,26,Cardiff Lane - Opp Starbucks - Ropewalk Way,5,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,27,Cardiff Lane - Opp Starbucks - Ropewalk Way,5,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,28,Cardiff Lane - Opp Starbucks - Ropewalk Way,5,53.34557643,-6.240550655,"[128, 128, 128]"
1516637,29,Cardiff Lane - Opp Starbucks - Ropewalk Way,5,53.34557643,-6.240550655,"[128, 128, 128]"
1516642,1,Pearse Street Outside Valentino Restaurant,0,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,4,Pearse Street Outside Valentino Restaurant,2,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,5,Pearse Street Outside Valentino Restaurant,2,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,6,Pearse Street Outside Valentino Restaurant,2,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,7,Pearse Street Outside Valentino Restaurant,2,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,8,Pearse Street Outside Valentino Restaurant,2,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,10,Pearse Street Outside Valentino Restaurant,3,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,11,Pearse Street Outside Valentino Restaurant,3,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,12,Pearse Street Outside Valentino Restaurant,3,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,14,Pearse Street Outside Valentino Restaurant,4,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,16,Pearse Street Outside Valentino Restaurant,5,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,19,Pearse Street Outside Valentino Restaurant,7,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,20,Pearse Street Outside Valentino Restaurant,7,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,21,Pearse Street Outside Valentino Restaurant,7,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,22,Pearse Street Outside Valentino Restaurant,7,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,23,Pearse Street Outside Valentino Restaurant,7,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,25,Pearse Street Outside Valentino Restaurant,8,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,26,Pearse Street Outside Valentino Restaurant,8,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,27,Pearse Street Outside Valentino Restaurant,8,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,28,Pearse Street Outside Valentino Restaurant,8,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,29,Pearse Street Outside Valentino Restaurant,8,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,30,Pearse Street Outside Valentino Restaurant,8,53.34252042,-6.238727833,"[128, 128, 128]"
1516642,31,Pearse Street Outside Valentino Restaurant,8,53.34252042,-6.238727833,"[128, 128, 128]"
1516643,1,Mayor St Opp One Dockland Central,0,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,2,Mayor St Opp One Dockland Central,0,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,4,Mayor St Opp One Dockland Central,1,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,5,Mayor St Opp One Dockland Central,1,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,6,Mayor St Opp One Dockland Central,1,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,7,Mayor St Opp One Dockland Central,1,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,8,Mayor St Opp One Dockland Central,1,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,9,Mayor St Opp One Dockland Central,1,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,10,Mayor St Opp One Dockland Central,1,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,11,Mayor St Opp One Dockland Central,1,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,12,Mayor St Opp One Dockland Central,1,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,13,Mayor St Opp One Dockland Central,1,53.34850644,-6.240898056,"[255, 0, 0]"
1516643,14,Mayor St Opp One Dockland Central,1,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,15,Mayor St Opp One Dockland Central,1,53.34850644,-6.240898056,"[255, 0, 0]"
1516643,16,Mayor St Opp One Dockland Central,1,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,17,Mayor St Opp One Dockland Central,1,53.34850644,-6.240898056,"[255, 0, 0]"
1516643,18,Mayor St Opp One Dockland Central,1,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,20,Mayor St Opp One Dockland Central,2,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,21,Mayor St Opp One Dockland Central,2,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,22,Mayor St Opp One Dockland Central,2,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,23,Mayor St Opp One Dockland Central,2,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,24,Mayor St Opp One Dockland Central,2,53.34850644,-6.240898056,"[255, 0, 0]"
1516643,25,Mayor St Opp One Dockland Central,2,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,26,Mayor St Opp One Dockland Central,2,53.34850644,-6.240898056,"[255, 0, 0]"
1516643,27,Mayor St Opp One Dockland Central,2,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,28,Mayor St Opp One Dockland Central,2,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,29,Mayor St Opp One Dockland Central,2,53.34850644,-6.240898056,"[128, 128, 128]"
1516643,30,Mayor St Opp One Dockland Central,2,53.34850644,-6.240898056,"[255, 0, 0]"
1516643,31,Mayor St Opp One Dockland Central,2,53.34850644,-6.240898056,"[128, 128, 128]"
1516644,2,Cluid Housing - Sheriff St. Upper,1,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,3,Cluid Housing - Sheriff St. Upper,1,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,4,Cluid Housing - Sheriff St. Upper,1,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,6,Cluid Housing - Sheriff St. Upper,2,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,7,Cluid Housing - Sheriff St. Upper,2,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,8,Cluid Housing - Sheriff St. Upper,2,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,9,Cluid Housing - Sheriff St. Upper,2,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,10,Cluid Housing - Sheriff St. Upper,2,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,12,Cluid Housing - Sheriff St. Upper,3,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,13,Cluid Housing - Sheriff St. Upper,3,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,14,Cluid Housing - Sheriff St. Upper,3,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,15,Cluid Housing - Sheriff St. Upper,3,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,17,Cluid Housing - Sheriff St. Upper,4,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,18,Cluid Housing - Sheriff St. Upper,4,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,19,Cluid Housing - Sheriff St. Upper,4,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,20,Cluid Housing - Sheriff St. Upper,4,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,21,Cluid Housing - Sheriff St. Upper,4,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,23,Cluid Housing - Sheriff St. Upper,5,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,24,Cluid Housing - Sheriff St. Upper,5,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,25,Cluid Housing - Sheriff St. Upper,5,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,26,Cluid Housing - Sheriff St. Upper,5,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,27,Cluid Housing - Sheriff St. Upper,5,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,28,Cluid Housing - Sheriff St. Upper,5,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,29,Cluid Housing - Sheriff St. Upper,5,53.35004446,-6.233154878,"[128, 128, 128]"
1516644,31,Cluid Housing - Sheriff St. Upper,6,53.35004446,-6.233154878,"[128, 128, 128]"
1516646,1,Bus Stop 353 Pearse St.,0,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,2,Bus Stop 353 Pearse St.,0,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,3,Bus Stop 353 Pearse St.,0,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,5,Bus Stop 353 Pearse St.,1,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,6,Bus Stop 353 Pearse St.,1,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,7,Bus Stop 353 Pearse St.,1,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,8,Bus Stop 353 Pearse St.,1,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,9,Bus Stop 353 Pearse St.,1,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,11,Bus Stop 353 Pearse St.,2,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,12,Bus Stop 353 Pearse St.,2,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,13,Bus Stop 353 Pearse St.,2,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,15,Bus Stop 353 Pearse St.,3,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,16,Bus Stop 353 Pearse St.,3,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,17,Bus Stop 353 Pearse St.,3,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,18,Bus Stop 353 Pearse St.,3,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,20,Bus Stop 353 Pearse St.,4,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,21,Bus Stop 353 Pearse St.,4,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,22,Bus Stop 353 Pearse St.,4,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,23,Bus Stop 353 Pearse St.,4,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,24,Bus Stop 353 Pearse St.,4,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,25,Bus Stop 353 Pearse St.,4,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,26,Bus Stop 353 Pearse St.,4,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,28,Bus Stop 353 Pearse St.,5,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,29,Bus Stop 353 Pearse St.,5,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,30,Bus Stop 353 Pearse St.,5,53.34282315,-6.239782327,"[128, 128, 128]"
1516646,31,Bus Stop 353 Pearse St.,5,53.34282315,-6.239782327,"[128, 128, 128]"
1516647,2,Facebook - Cardiff Lane,1,53.34457987,-6.240609547,"[128, 128, 128]"
1516647,4,Facebook - Cardiff Lane,2,53.34457987,-6.240609547,"[128, 128, 128]"
1516647,5,Facebook - Cardiff Lane,2,53.34457987,-6.240609547,"[128, 128, 128]"
1516647,6,Facebook - Cardiff Lane,2,53.34457987,-6.240609547,"[128, 128, 128]"
1516647,7,Facebook - Cardiff Lane,2,53.34457987,-6.240609547,"[128, 128, 128]"
1516647,10,Facebook - Cardiff Lane,4,53.34457987,-6.240609547,"[128, 128, 128]"
1516647,14,Facebook - Cardiff Lane,7,53.34457987,-6.240609547,"[0, 255, 0]"
1516647,15,Facebook - Cardiff Lane,7,53.34457987,-6.240609547,"[0, 255, 0]"
1516647,16,Facebook - Cardiff Lane,7,53.34457987,-6.240609547,"[0, 255, 0]"
1516647,18,Facebook - Cardiff Lane,8,53.34457987,-6.240609547,"[0, 255, 0]"
1516647,19,Facebook - Cardiff Lane,8,53.34457987,-6.240609547,"[0, 255, 0]"
1516647,20,Facebook - Cardiff Lane,8,53.34457987,-6.240609547,"[128, 128, 128]"
1516647,22,Facebook - Cardiff Lane,9,53.34457987,-6.240609547,"[0, 255, 0]"
1516647,23,Facebook - Cardiff Lane,9,53.34457987,-6.240609547,"[0, 255, 0]"
1516647,25,Facebook - Cardiff Lane,10,53.34457987,-6.240609547,"[0, 255, 0]"
1516647,26,Facebook - Cardiff Lane,10,53.34457987,-6.240609547,"[0, 255, 0]"
1516647,27,Facebook - Cardiff Lane,10,53.34457987,-6.240609547,"[128, 128, 128]"
1516647,28,Facebook - Cardiff Lane,10,53.34457987,-6.240609547,"[0, 255, 0]"
1516647,29,Facebook - Cardiff Lane,10,53.34457987,-6.240609547,"[128, 128, 128]"
1516648,3,Ringsend Rd At Bus Stop 354,2,53.34212619,-6.236523373,"[0, 255, 0]"
1516648,5,Ringsend Rd At Bus Stop 354,3,53.34212619,-6.236523373,"[0, 255, 0]"
