colour_name,colour,x,y,latitude,longitude
green,"[96, 184, 23]",1402,1435,53.32071334791744,-6.279906780844947
green,"[96, 184, 23]",1389,1435,53.320713822639256,-6.281304176929385
green,"[96, 184, 23]",1351,1435,53.32071521028763,-6.285388873176205
green,"[96, 184, 23]",1312,1435,53.32071663445306,-6.289581061429519
green,"[96, 184, 23]",1274,1435,53.32071802210144,-6.293665757676338
red,"[235, 52, 0]",1145,1435,53.3207227328025,-6.307532226514225
green,"[96, 184, 23]",1081,1435,53.3207250698945,-6.31441171492992
green,"[96, 184, 23]",1068,1435,53.320725544616316,-6.315809111014358
green,"[96, 184, 23]",1055,1435,53.320726019338125,-6.317206507098797
green,"[96, 184, 23]",1029,1435,53.32072696878175,-6.320001299267673
green,"[96, 184, 23]",1017,1435,53.3207274069865,-6.321291203345616
green,"[96, 184, 23]",2085,1423,53.32145204505865,-6.206479790439229
green,"[96, 184, 23]",2033,1423,53.3214539439459,-6.2120693747769815
green,"[96, 184, 23]",1995,1423,53.32145533159427,-6.216154071023801
green,"[96, 184, 23]",1815,1423,53.321461904665526,-6.2355026321929445
green,"[96, 184, 23]",1635,1423,53.32146847773677,-6.2548511933620885
green,"[96, 184, 23]",1622,1423,53.32146895245858,-6.2562485894465265
green,"[96, 184, 23]",1609,1423,53.321469427180396,-6.2576459855309645
green,"[96, 184, 23]",1532,1423,53.321472238994204,-6.2659228700310985
green,"[96, 184, 23]",1519,1423,53.32147271371602,-6.2673202661155365
green,"[96, 184, 23]",1467,1423,53.32147461260327,-6.272909850453289
green,"[96, 184, 23]",1441,1423,53.32147556204689,-6.275704642622165
green,"[96, 184, 23]",1428,1423,53.32147603676871,-6.277102038706603
green,"[96, 184, 23]",1402,1423,53.32147698621233,-6.2798968308754795
green,"[96, 184, 23]",1274,1423,53.32148166039633,-6.293655807706871
green,"[96, 184, 23]",1261,1423,53.32148213511814,-6.295053203791309
green,"[96, 184, 23]",1158,1423,53.32148589637558,-6.306124880460319
green,"[96, 184, 23]",1081,1423,53.321488708189385,-6.3144017649604525
green,"[96, 184, 23]",1029,1423,53.32149060707664,-6.319991349298205
green,"[96, 184, 23]",978,1423,53.321492469446824,-6.325473441629463
green,"[96, 184, 23]",862,1423,53.32149670542607,-6.337942514382911
green,"[96, 184, 23]",2085,1410,53.32227931987811,-6.206469011305639
green,"[96, 184, 23]",1969,1410,53.32228355585736,-6.218938084059087
red,"[235, 52, 0]",1802,1410,53.3222896542068,-6.236889249143792
green,"[96, 184, 23]",1789,1410,53.32229012892861,-6.238286645228231
green,"[96, 184, 23]",1776,1410,53.32229060365042,-6.239684041312669
red,"[235, 52, 0]",1737,1410,53.322292027815855,-6.243876229565983
green,"[96, 184, 23]",1699,1410,53.32229341546423,-6.247960925812802
green,"[96, 184, 23]",1673,1410,53.322294364907854,-6.250755717981679
green,"[96, 184, 23]",1635,1410,53.32229575255623,-6.254840414228498
green,"[96, 184, 23]",1596,1410,53.32229717672167,-6.259032602481812
green,"[96, 184, 23]",1570,1410,53.32229812616529,-6.261827394650689
green,"[96, 184, 23]",1545,1410,53.32229903909185,-6.26451469481307
green,"[96, 184, 23]",1532,1410,53.32229951381367,-6.265912090897508
red,"[235, 52, 0]",1519,1410,53.322299988535484,-6.267309486981946
green,"[96, 184, 23]",1454,1410,53.32230236214454,-6.274296467404137
green,"[96, 184, 23]",1402,1410,53.32230426103179,-6.27988605174189
green,"[96, 184, 23]",1377,1410,53.322305173958355,-6.282573351904271
green,"[96, 184, 23]",1351,1410,53.32230612340198,-6.285368144073147
green,"[96, 184, 23]",1248,1410,53.32230988465941,-6.296439820742157
green,"[96, 184, 23]",952,1410,53.32232069370991,-6.328257454664749
green,"[96, 184, 23]",927,1410,53.32232160663647,-6.33094475482713
green,"[96, 184, 23]",901,1410,53.322322556080096,-6.333739546996006
green,"[96, 184, 23]",888,1410,53.32232303080191,-6.335136943080445
green,"[96, 184, 23]",837,1410,53.322324893172095,-6.340619035411702
green,"[96, 184, 23]",824,1410,53.32232536789391,-6.34201643149614
green,"[96, 184, 23]",1917,1397,53.32311272956407,-6.22451688926325
green,"[96, 184, 23]",1905,1397,53.323113167768824,-6.225806793341192
green,"[96, 184, 23]",1853,1397,53.32311506665607,-6.231396377678945
green,"[96, 184, 23]",1827,1397,53.323116016099696,-6.234191169847821
green,"[96, 184, 23]",1789,1397,53.32311740374807,-6.238275866094641
green,"[96, 184, 23]",1686,1397,53.32312116500551,-6.249347542763651
green,"[96, 184, 23]",1673,1397,53.32312163972732,-6.250744938848089
green,"[96, 184, 23]",1635,1397,53.32312302737569,-6.254829635094908
green,"[96, 184, 23]",1622,1397,53.32312350209751,-6.256227031179346
green,"[96, 184, 23]",1545,1397,53.32312631391132,-6.26450391567948
green,"[96, 184, 23]",1532,1397,53.32312678863313,-6.265901311763918
green,"[96, 184, 23]",1519,1397,53.32312726335494,-6.267298707848356
green,"[96, 184, 23]",1506,1397,53.32312773807676,-6.268696103932794
green,"[96, 184, 23]",1480,1397,53.32312868752038,-6.271490896101671
green,"[96, 184, 23]",1402,1397,53.32313153585125,-6.2798752726083
green,"[96, 184, 23]",1389,1397,53.32313201057307,-6.281272668692738
green,"[96, 184, 23]",1261,1397,53.32313668475707,-6.295031645524129
green,"[96, 184, 23]",1004,1397,53.32314606964212,-6.322657091193406
green,"[96, 184, 23]",965,1397,53.32314749380756,-6.326849279446721
green,"[96, 184, 23]",952,1397,53.32314796852937,-6.328246675531159
green,"[96, 184, 23]",939,1397,53.323148443251185,-6.329644071615597
red,"[235, 52, 0]",875,1397,53.323150780343184,-6.336523560031293
green,"[96, 184, 23]",862,1397,53.323151255065,-6.337920956115731
green,"[96, 184, 23]",837,1397,53.32315216799156,-6.340608256278112
green,"[96, 184, 23]",824,1397,53.32315264271337,-6.34200565236255
green,"[96, 184, 23]",2085,1384,53.323933869517035,-6.206447453038459
red,"[235, 52, 0]",2072,1384,53.32393434423885,-6.207844849122897
green,"[96, 184, 23]",1905,1384,53.32394044258828,-6.225796014207603
green,"[96, 184, 23]",1879,1384,53.323941392031905,-6.228590806376479
green,"[96, 184, 23]",1815,1384,53.32394372912391,-6.235470294792174
green,"[96, 184, 23]",1776,1384,53.323945153289344,-6.239662483045489
green,"[96, 184, 23]",1737,1384,53.323946577454784,-6.243854671298804
green,"[96, 184, 23]",1660,1384,53.32394938926859,-6.252131555798937
green,"[96, 184, 23]",1596,1384,53.32395172636059,-6.259011044214633
green,"[96, 184, 23]",1583,1384,53.323952201082406,-6.260408440299071
green,"[96, 184, 23]",1532,1384,53.32395406345259,-6.265890532630328
green,"[96, 184, 23]",1519,1384,53.323954538174405,-6.267287928714766
green,"[96, 184, 23]",1506,1384,53.323955012896214,-6.268685324799205
red,"[235, 52, 0]",1493,1384,53.32395548761803,-6.270082720883643
green,"[96, 184, 23]",1480,1384,53.32395596233984,-6.271480116968081
red,"[235, 52, 0]",1441,1384,53.32395738650528,-6.275672305221395
green,"[96, 184, 23]",1415,1384,53.3239583359489,-6.278467097390272
green,"[96, 184, 23]",1389,1384,53.323959285392526,-6.281261889559148
green,"[96, 184, 23]",1377,1384,53.32395972359728,-6.282551793637091
red,"[235, 52, 0]",1235,1384,53.32396490902015,-6.297815658559416
green,"[96, 184, 23]",1222,1384,53.323965383741964,-6.299213054643854
green,"[96, 184, 23]",1197,1384,53.32396629666852,-6.301900354806235
green,"[96, 184, 23]",1132,1384,53.32396867027759,-6.308887335228426
green,"[96, 184, 23]",1081,1384,53.32397053264777,-6.314369427559683
green,"[96, 184, 23]",991,1384,53.3239738191834,-6.324043708144255
green,"[96, 184, 23]",978,1384,53.32397429390521,-6.325441104228693
red,"[235, 52, 0]",965,1384,53.323974768627025,-6.326838500313131
green,"[96, 184, 23]",952,1384,53.32397524334883,-6.328235896397569
green,"[96, 184, 23]",939,1384,53.32397571807065,-6.329633292482008
green,"[96, 184, 23]",862,1384,53.32397852988446,-6.337910176982141
green,"[96, 184, 23]",849,1384,53.32397900460627,-6.339307573066579
green,"[96, 184, 23]",837,1384,53.32397944281102,-6.340597477144522
